ID_CORRELATIVO,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
0056025,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0056025,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 125
0056025,Solicitud,NO PROCEDE,201203,Producto 20,Submotivo 157
0016241,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0020293,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0020293,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0020293,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0020293,Solicitud,NO PROCEDE,201203,Producto 20,Submotivo 157
0046077,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0027088,Reclamo,NO PROCEDE,201206,Producto 18,Submotivo 125
0007720,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 125
0058610,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 125
0058610,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 125
0012238,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 27
0000826,Reclamo,PROCEDE TOTAL,201205,Producto 17,Submotivo 89
0000826,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0063511,Reclamo,NO PROCEDE,201203,Producto 01,Submotivo 146
0021913,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0031803,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 27
0095015,Reclamo,PROCEDE TOTAL,201205,Producto 17,Submotivo 89
0007543,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0007543,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 125
0060676,Reclamo,PROCEDE TOTAL,201207,Producto 01,Submotivo 146
0033235,Reclamo,NO PROCEDE,201207,Producto 05,Submotivo 125
0050619,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0037147,Reclamo,NO PROCEDE,201205,Producto 17,Submotivo 111
0037147,Reclamo,NO PROCEDE,201205,Producto 17,Submotivo 89
0042820,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 125
0045215,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0045215,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0091974,Reclamo,NO PROCEDE,201206,Producto 18,Submotivo 68
0089420,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0016598,Reclamo,PROCEDE TOTAL,201206,Producto 21,Submotivo 156
0077307,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 144
0077307,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 142
0048342,Reclamo,PROCEDE TOTAL,201207,Producto 14,Submotivo 125
0054415,Reclamo,NO PROCEDE,201205,Producto 07,Submotivo 125
0089914,Reclamo,PROCEDE TOTAL,201204,Producto 01,Submotivo 146
0025885,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
0068909,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 140
0034000,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 85
0027998,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 132
0000545,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
0057756,Reclamo,PROCEDE TOTAL,201205,Producto 17,Submotivo 91
0048035,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 132
0048035,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
0048035,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
0048035,Reclamo,PROCEDE PARCIAL,201208,Producto 18,Submotivo 125
0023803,Reclamo,PROCEDE TOTAL,201206,Producto 18,Submotivo 65
0048112,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 144
0048112,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0048112,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
0056139,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 68
0056139,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 125
0097345,Reclamo,PROCEDE PARCIAL,201204,Producto 07,Submotivo 125
0057363,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 88
0087030,Reclamo,PROCEDE TOTAL,201205,Producto 01,Submotivo 146
0035612,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
0096926,Reclamo,PROCEDE TOTAL,201207,Producto 07,Submotivo 125
0087983,Solicitud,PROCEDE TOTAL,201203,Producto 07,Submotivo 144
0083475,Reclamo,NO PROCEDE,201203,Producto 21,Submotivo 125
0070162,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
0070162,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
0040867,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
0049482,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 125
0030630,Solicitud,PROCEDE TOTAL,201204,Producto 20,Submotivo 132
0030630,Solicitud,PROCEDE TOTAL,201204,Producto 20,Submotivo 132
0073622,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0073622,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0047666,Solicitud,PROCEDE TOTAL,201204,Producto 20,Submotivo 132
0047666,Reclamo,PROCEDE TOTAL,201204,Producto 18,Submotivo 125
0047666,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 88
0017516,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
0095764,Reclamo,PROCEDE TOTAL,201207,Producto 07,Submotivo 27
0030061,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0027063,Solicitud,PROCEDE TOTAL,201204,Producto 20,Submotivo 132
0032318,Reclamo,PROCEDE TOTAL,201206,Producto 01,Submotivo 146
0090948,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 125
0025585,Reclamo,NO PROCEDE,201204,Producto 21,Submotivo 150
0088358,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0033931,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0033931,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0033931,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0099970,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 125
0007017,Reclamo,PROCEDE TOTAL,201207,Producto 17,Submotivo 89
0082937,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 125
0067220,Reclamo,PROCEDE TOTAL,201205,Producto 20,Submotivo 125
0067220,Reclamo,PROCEDE TOTAL,201205,Producto 17,Submotivo 133
0067220,Reclamo,PROCEDE TOTAL,201205,Producto 20,Submotivo 125
0045686,Reclamo,PROCEDE PARCIAL,201206,Producto 21,Submotivo 125
0095636,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
0082731,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 125
0054529,Reclamo,NO PROCEDE,201204,Producto 07,Submotivo 125
0022368,Reclamo,NO PROCEDE,201207,Producto 17,Submotivo 95
0022368,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0022368,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 125
0057393,Solicitud,PROCEDE TOTAL,201206,Producto 07,Submotivo 144
0054327,Reclamo,NO PROCEDE,201206,Producto 07,Submotivo 125
0082839,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 125
0079242,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
0029052,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
0042035,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 125
0005239,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 147
0005239,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0005239,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 125
0005239,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 147
0045096,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 125
0018813,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0038818,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 157
0055755,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0091668,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0035279,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0018750,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 27
0010858,Reclamo,PROCEDE TOTAL,201207,Producto 18,Submotivo 06
0047612,Reclamo,NO PROCEDE,201206,Producto 21,Submotivo 125
0078372,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 125
0076822,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 144
0027327,Reclamo,PROCEDE TOTAL,201206,Producto 21,Submotivo 150
0097027,Reclamo,NO PROCEDE,201204,Producto 21,Submotivo 150
0089482,Reclamo,PROCEDE TOTAL,201205,Producto 17,Submotivo 89
0049408,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
0066405,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 141
0066405,Solicitud,PROCEDE TOTAL,201203,Producto 07,Submotivo 144
0023983,Reclamo,PROCEDE TOTAL,201204,Producto 17,Submotivo 106
0023983,Reclamo,PROCEDE PARCIAL,201204,Producto 07,Submotivo 125
0023983,Reclamo,PROCEDE TOTAL,201203,Producto 17,Submotivo 106
0050892,Reclamo,NO PROCEDE,201205,Producto 07,Submotivo 125
0035608,Reclamo,NO PROCEDE,201203,Producto 07,Submotivo 125
0097638,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0097638,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0097638,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0048085,Reclamo,NO PROCEDE,201203,Producto 18,Submotivo 125
0065147,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0065147,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 43
0065147,Reclamo,PROCEDE PARCIAL,201208,Producto 18,Submotivo 68
0065147,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0065147,Reclamo,NO PROCEDE,201204,Producto 17,Submotivo 106
0006154,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0083878,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0082632,Reclamo,PROCEDE PARCIAL,201203,Producto 18,Submotivo 67
0082632,Reclamo,PROCEDE PARCIAL,201203,Producto 18,Submotivo 125
0008302,Reclamo,PROCEDE TOTAL,201208,Producto 05,Submotivo 125
0042714,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0042714,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0042714,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 145
0007686,Reclamo,PROCEDE TOTAL,201206,Producto 05,Submotivo 125
0025541,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 144
0077898,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 67
0077898,Reclamo,PROCEDE TOTAL,201204,Producto 21,Submotivo 88
0000384,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 147
0000384,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 147
0000384,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 144
0000384,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 147
0052726,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 46
0052726,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 39
0039124,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 66
0091626,Reclamo,PROCEDE TOTAL,201206,Producto 01,Submotivo 146
0097973,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 43
0089683,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0005726,Solicitud,PROCEDE TOTAL,201204,Producto 20,Submotivo 132
0023808,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 144
0031114,Reclamo,PROCEDE TOTAL,201206,Producto 21,Submotivo 125
0056015,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 132
0007245,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
0067084,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 150
0090745,Reclamo,NO PROCEDE,201208,Producto 01,Submotivo 125
0015001,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 67
0015001,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 132
0015001,Reclamo,PROCEDE PARCIAL,201207,Producto 18,Submotivo 125
0015001,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0015001,Reclamo,NO PROCEDE,201206,Producto 10,Submotivo 125
0015001,Reclamo,PROCEDE TOTAL,201206,Producto 14,Submotivo 125
0015001,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0015001,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0015001,Reclamo,PROCEDE TOTAL,201205,Producto 17,Submotivo 34
0015001,Reclamo,PROCEDE PARCIAL,201205,Producto 14,Submotivo 125
0015001,Reclamo,PROCEDE PARCIAL,201204,Producto 03,Submotivo 125
0032109,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 147
0091909,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0059718,Reclamo,PROCEDE TOTAL,201205,Producto 18,Submotivo 67
0019694,Reclamo,NO PROCEDE,201203,Producto 08,Submotivo 125
0041781,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 140
0062995,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 68
0025277,Reclamo,PROCEDE TOTAL,201203,Producto 05,Submotivo 125
0090845,Reclamo,PROCEDE PARCIAL,201205,Producto 20,Submotivo 125
0017096,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 141
0017096,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 132
0017096,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 151
0017096,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0017096,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 151
0025261,Reclamo,PROCEDE TOTAL,201204,Producto 18,Submotivo 125
0078971,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0078971,Reclamo,PROCEDE PARCIAL,201208,Producto 20,Submotivo 125
0078971,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0049163,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 125
0049163,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0094202,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0005327,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 125
0005327,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 39
0005327,Reclamo,PROCEDE PARCIAL,201207,Producto 20,Submotivo 39
0086550,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0086550,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0087858,Reclamo,NO PROCEDE,201208,Producto 01,Submotivo 146
0087858,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 89
0087858,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 27
0087858,Reclamo,NO PROCEDE,201206,Producto 01,Submotivo 146
0008453,Reclamo,PROCEDE TOTAL,201206,Producto 21,Submotivo 88
0008453,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 147
0008453,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 147
0051768,Reclamo,NO PROCEDE,201204,Producto 21,Submotivo 88
0008059,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
0008059,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
0008059,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0083166,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 88
0001881,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 27
0074623,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 39
0035755,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0016841,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0055024,Reclamo,NO PROCEDE,201206,Producto 14,Submotivo 125
0055024,Reclamo,NO PROCEDE,201204,Producto 17,Submotivo 91
0055024,Reclamo,NO PROCEDE,201204,Producto 17,Submotivo 95
0069900,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0069900,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0061841,Reclamo,PROCEDE TOTAL,201204,Producto 18,Submotivo 65
0044406,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 06
0074074,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0074074,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 125
0005883,Reclamo,NO PROCEDE,201206,Producto 21,Submotivo 88
0005883,Reclamo,NO PROCEDE,201205,Producto 21,Submotivo 88
0005883,Reclamo,NO PROCEDE,201204,Producto 21,Submotivo 88
0090786,Reclamo,NO PROCEDE,201206,Producto 17,Submotivo 95
0010188,Solicitud,NO PROCEDE,201205,Producto 07,Submotivo 144
0010188,Reclamo,PROCEDE TOTAL,201205,Producto 07,Submotivo 27
0010188,Reclamo,PROCEDE TOTAL,201205,Producto 07,Submotivo 141
0013104,Reclamo,PROCEDE TOTAL,201206,Producto 17,Submotivo 89
0077420,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 132
0077420,Reclamo,PROCEDE PARCIAL,201206,Producto 18,Submotivo 125
0038156,Reclamo,NO PROCEDE,201204,Producto 01,Submotivo 146
0038156,Reclamo,NO PROCEDE,201204,Producto 01,Submotivo 146
0066198,Solicitud,PROCEDE TOTAL,201207,Producto 07,Submotivo 144
0066198,Reclamo,PROCEDE TOTAL,201207,Producto 21,Submotivo 150
0064122,Reclamo,NO PROCEDE,201204,Producto 21,Submotivo 150
0034475,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0034475,Reclamo,PROCEDE TOTAL,201205,Producto 18,Submotivo 125
0083903,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0006302,Solicitud,PROCEDE TOTAL,201207,Producto 07,Submotivo 144
0097330,Solicitud,PROCEDE TOTAL,201207,Producto 07,Submotivo 144
0017130,Reclamo,PROCEDE PARCIAL,201207,Producto 18,Submotivo 68
0052972,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 66
0052972,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0052972,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0043583,Reclamo,NO PROCEDE,201206,Producto 18,Submotivo 65
0043583,Reclamo,NO PROCEDE,201206,Producto 18,Submotivo 67
0043583,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 67
0043583,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 67
0043585,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0043585,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0032872,Reclamo,PROCEDE TOTAL,201207,Producto 07,Submotivo 27
0097743,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0058450,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 145
0058450,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 145
0071844,Reclamo,NO PROCEDE,201204,Producto 10,Submotivo 125
0036900,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 88
0036900,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 88
0055574,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
0055574,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
0055574,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0055574,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0070769,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 88
0010926,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 51
0079177,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0079177,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 146
0047196,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 144
0003667,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 140
0024911,Reclamo,PROCEDE TOTAL,201205,Producto 07,Submotivo 140
0093438,Solicitud,PROCEDE TOTAL,201204,Producto 07,Submotivo 144
0066011,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 66
0066011,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 125
0081466,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0081466,Reclamo,PROCEDE TOTAL,201203,Producto 21,Submotivo 125
0091008,Solicitud,PROCEDE TOTAL,201204,Producto 07,Submotivo 144
0067735,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0088168,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 132
0088168,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0087659,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 130
0036466,Reclamo,PROCEDE TOTAL,201206,Producto 17,Submotivo 89
0021975,Reclamo,PROCEDE TOTAL,201204,Producto 01,Submotivo 07
0052946,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 157
0005007,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0005007,Reclamo,PROCEDE TOTAL,201205,Producto 20,Submotivo 43
0071313,Solicitud,PROCEDE TOTAL,201206,Producto 07,Submotivo 144
0081847,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
0091870,Solicitud,PROCEDE TOTAL,201204,Producto 07,Submotivo 144
0000047,Reclamo,PROCEDE TOTAL,201204,Producto 17,Submotivo 89
0052492,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 157
0052492,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0036100,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0036100,Reclamo,PROCEDE PARCIAL,201203,Producto 18,Submotivo 125
0042959,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
0042959,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
0094182,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 157
0094182,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 156
0055669,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
0036964,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 43
0046668,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 123
0066649,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0061944,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 125
0021584,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 125
0029563,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 27
0064815,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0003399,Reclamo,NO PROCEDE,201206,Producto 18,Submotivo 06
0083401,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 125
0016080,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 125
0044464,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
0044464,Reclamo,PROCEDE PARCIAL,201208,Producto 18,Submotivo 125
0044464,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 157
0044464,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 132
0044464,Reclamo,PROCEDE TOTAL,201207,Producto 18,Submotivo 125
0044464,Reclamo,PROCEDE PARCIAL,201206,Producto 20,Submotivo 125
0044464,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0057546,Reclamo,NO PROCEDE,201204,Producto 21,Submotivo 150
0022766,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 125
0040262,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0040262,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0006698,Reclamo,PROCEDE TOTAL,201207,Producto 21,Submotivo 39
0082837,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 144
0082837,Reclamo,NO PROCEDE,201203,Producto 18,Submotivo 125
0006678,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 125
0006678,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 122
0071560,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0046720,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 130
0046720,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0056612,Reclamo,PROCEDE TOTAL,201205,Producto 20,Submotivo 43
0056846,Reclamo,NO PROCEDE,201208,Producto 14,Submotivo 125
0024626,Reclamo,NO PROCEDE,201204,Producto 21,Submotivo 88
0057208,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0014283,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 27
0062904,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 125
0079519,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0079519,Reclamo,PROCEDE TOTAL,201205,Producto 20,Submotivo 125
0052510,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 157
0094152,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0081567,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 132
0056742,Reclamo,PROCEDE PARCIAL,201207,Producto 18,Submotivo 125
0098715,Reclamo,PROCEDE TOTAL,201204,Producto 21,Submotivo 39
0005701,Reclamo,PROCEDE TOTAL,201206,Producto 17,Submotivo 91
0005701,Reclamo,PROCEDE TOTAL,201206,Producto 17,Submotivo 89
0069833,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 144
0069833,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0069833,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 66
0069833,Reclamo,PROCEDE PARCIAL,201203,Producto 18,Submotivo 125
0033485,Reclamo,PROCEDE TOTAL,201204,Producto 17,Submotivo 89
0089465,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0023962,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
0023962,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0067096,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 145
0067096,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 145
0067096,Reclamo,PROCEDE PARCIAL,201206,Producto 20,Submotivo 145
0067096,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 46
0034186,Reclamo,PROCEDE TOTAL,201205,Producto 17,Submotivo 92
0070958,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0005469,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 142
0005469,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 142
0066106,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 92
0023625,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 160
0022691,Reclamo,PROCEDE TOTAL,201206,Producto 17,Submotivo 99
0041764,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 146
0012670,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 88
0056895,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 43
